{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-07-13', 'time_high': '2020-07-13 19:35:20', 'time_low': '2020-07-13 11:06:30', 'open': 4.6139677044, 'high': 4.9151149646, 'low': 4.4814986656, 'close': 4.8962944035, 'volume': 28339.9968219597, 'market_cap': 0.0}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-05', 'time_high': '2020-10-05 16:56:29', 'time_low': '2020-10-05 12:36:29', 'open': 3.96058635, 'high': 4.03636165, 'low': 3.88612272, 'close': 3.97801988, 'volume': 8980051.24793789, 'market_cap': 97461487.01487541}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-06', 'time_high': '2020-10-06 00:00:30', 'time_low': '2020-10-06 23:17:33', 'open': 3.98250364, 'high': 3.98250364, 'low': 3.51910221, 'close': 3.53765781, 'volume': 15048997.78264713, 'market_cap': 86672616.27598791}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-07', 'time_high': '2020-10-07 00:02:34', 'time_low': '2020-10-07 11:32:33', 'open': 3.53880902, 'high': 3.54297993, 'low': 3.2302658, 'close': 3.44681826, 'volume': 15674565.65046532, 'market_cap': 84447047.34615561}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-08', 'time_high': '2020-10-08 16:06:29', 'time_low': '2020-10-08 07:32:40', 'open': 3.44815649, 'high': 3.92556412, 'low': 3.34242517, 'close': 3.90427907, 'volume': 15215458.14773162, 'market_cap': 95654837.16992466}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-09', 'time_high': '2020-10-09 23:42:40', 'time_low': '2020-10-09 06:12:28', 'open': 3.91157435, 'high': 4.27915711, 'low': 3.81881726, 'close': 4.23530482, 'volume': 13043373.34096452, 'market_cap': 103764967.97635552}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-10', 'time_high': '2020-10-10 00:30:38', 'time_low': '2020-10-10 23:16:28', 'open': 4.24196307, 'high': 4.25098879, 'low': 4.01629356, 'close': 4.0267045, 'volume': 14539710.74921426, 'market_cap': 98654260.13764963}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-11', 'time_high': '2020-10-11 11:04:28', 'time_low': '2020-10-11 00:57:29', 'open': 4.02243483, 'high': 4.15848307, 'low': 3.97083903, 'close': 4.09587934, 'volume': 11454884.92982655, 'market_cap': 100349043.84364405}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-12', 'time_high': '2020-10-12 17:06:28', 'time_low': '2020-10-12 00:47:28', 'open': 4.09250328, 'high': 4.68679947, 'low': 4.05172178, 'close': 4.41573976, 'volume': 14445437.21702719, 'market_cap': 108185624.13038261}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-13', 'time_high': '2020-10-13 08:22:28', 'time_low': '2020-10-13 13:45:30', 'open': 4.41315023, 'high': 4.54139188, 'low': 4.33464584, 'close': 4.48805379, 'volume': 14050397.56382303, 'market_cap': 109957317.81960118}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-14', 'time_high': '2020-10-14 00:21:28', 'time_low': '2020-10-14 18:41:40', 'open': 4.48389387, 'high': 4.48544775, 'low': 4.02253581, 'close': 4.15005578, 'volume': 10004481.34645246, 'market_cap': 101676366.58035868}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-15', 'time_high': '2020-10-15 16:26:29', 'time_low': '2020-10-15 09:48:28', 'open': 4.15292787, 'high': 4.2135414, 'low': 4.01629039, 'close': 4.12735307, 'volume': 6998969.65680249, 'market_cap': 101120150.17385152}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-16', 'time_high': '2020-10-16 15:36:29', 'time_low': '2020-10-16 09:22:29', 'open': 4.12786557, 'high': 4.15539265, 'low': 3.8870107, 'close': 4.04048023, 'volume': 9790610.43206577, 'market_cap': 98991765.5937469}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-17', 'time_high': '2020-10-17 23:57:28', 'time_low': '2020-10-17 01:16:28', 'open': 4.03854072, 'high': 4.19600869, 'low': 3.97669431, 'close': 4.19600869, 'volume': 6113717.11173335, 'market_cap': 102802212.99977997}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-18', 'time_high': '2020-10-18 09:11:30', 'time_low': '2020-10-18 20:32:48', 'open': 4.19232299, 'high': 4.24636654, 'low': 4.08395151, 'close': 4.11606159, 'volume': 3717530.72420707, 'market_cap': 100843508.9686541}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-19', 'time_high': '2020-10-19 13:16:29', 'time_low': '2020-10-19 08:55:30', 'open': 4.11776531, 'high': 4.16093878, 'low': 3.99786687, 'close': 4.05031145, 'volume': 5848392.0453977, 'market_cap': 99232630.56261167}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-20', 'time_high': '2020-10-20 03:59:28', 'time_low': '2020-10-20 18:22:33', 'open': 4.05350404, 'high': 4.08160994, 'low': 3.7143789, 'close': 3.80220148, 'volume': 19646467.19290119, 'market_cap': 93153936.18327752}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-21', 'time_high': '2020-10-21 18:35:29', 'time_low': '2020-10-21 00:11:33', 'open': 3.80043858, 'high': 4.10850458, 'low': 3.79433369, 'close': 3.96595864, 'volume': 23475818.61751059, 'market_cap': 97165986.72321923}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-22', 'time_high': '2020-10-22 08:47:28', 'time_low': '2020-10-22 00:41:28', 'open': 3.97172469, 'high': 4.49804432, 'low': 3.96215341, 'close': 4.31442085, 'volume': 24178361.25638734, 'market_cap': 105703310.8649252}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-23', 'time_high': '2020-10-23 06:06:06', 'time_low': '2020-10-23 16:23:05', 'open': 4.33092903, 'high': 4.48689406, 'low': 4.14967247, 'close': 4.26210578, 'volume': 19482074.42321677, 'market_cap': 104421591.56345294}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-24', 'time_high': '2020-10-24 04:24:06', 'time_low': '2020-10-24 23:31:07', 'open': 4.26210578, 'high': 4.35265955, 'low': 4.16198021, 'close': 4.18969951, 'volume': 16681037.05229224, 'market_cap': 102647637.89540555}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-25', 'time_high': '2020-10-25 05:12:06', 'time_low': '2020-10-25 11:25:07', 'open': 4.18969951, 'high': 4.25797176, 'low': 4.10539528, 'close': 4.15321015, 'volume': 15517938.56001621, 'market_cap': 101753648.7265191}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-26', 'time_high': '2020-10-26 08:59:06', 'time_low': '2020-10-26 17:39:06', 'open': 4.15321015, 'high': 4.47907144, 'low': 4.04967754, 'close': 4.16097292, 'volume': 9243754.92768275, 'market_cap': 101943836.5793372}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-27', 'time_high': '2020-10-27 16:39:05', 'time_low': '2020-10-27 09:43:05', 'open': 4.16097292, 'high': 4.34970905, 'low': 4.0436588, 'close': 4.12224302, 'volume': 17600880.77984236, 'market_cap': 100994953.98261252}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-28', 'time_high': '2020-10-28 00:24:05', 'time_low': '2020-10-28 17:22:06', 'open': 4.12224302, 'high': 4.17780547, 'low': 3.93502735, 'close': 4.06660637, 'volume': 19435211.04100274, 'market_cap': 99631855.96440005}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-29', 'time_high': '2020-10-29 02:01:06', 'time_low': '2020-10-29 23:08:06', 'open': 4.06660637, 'high': 4.10639614, 'low': 3.73338322, 'close': 3.77531205, 'volume': 6527859.22692984, 'market_cap': 92495145.3331795}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-30', 'time_high': '2020-10-30 00:51:06', 'time_low': '2020-10-30 02:26:06', 'open': 3.77531205, 'high': 3.81917247, 'low': 3.58012673, 'close': 3.71493759, 'volume': 28434550.47595032, 'market_cap': 91015970.98518547}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-10-31', 'time_high': '2020-10-31 16:12:06', 'time_low': '2020-10-31 05:37:06', 'open': 3.71493759, 'high': 3.74353629, 'low': 3.58513627, 'close': 3.64836809, 'volume': 20452534.6462598, 'market_cap': 89385018.26077695}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-01', 'time_high': '2020-11-01 22:24:06', 'time_low': '2020-11-01 12:14:06', 'open': 3.64836809, 'high': 3.71667633, 'low': 3.55598382, 'close': 3.68266358, 'volume': 15953276.50675574, 'market_cap': 90225257.623674}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-02', 'time_high': '2020-11-02 02:05:07', 'time_low': '2020-11-02 23:27:15', 'open': 3.68266358, 'high': 3.85450266, 'low': 3.61439695, 'close': 3.62391496, 'volume': 20039697.14343108, 'market_cap': 88785916.44155884}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-03', 'time_high': '2020-11-03 01:30:08', 'time_low': '2020-11-03 22:12:16', 'open': 3.62391496, 'high': 3.65555442, 'low': 3.24225744, 'close': 3.33274693, 'volume': 24573095.23436853, 'market_cap': 81652299.88684013}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-04', 'time_high': '2020-11-04 00:54:07', 'time_low': '2020-11-04 14:59:06', 'open': 3.33274693, 'high': 3.37665949, 'low': 3.0028878, 'close': 3.18463303, 'volume': 20709818.72793199, 'market_cap': 78023509.26287954}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-05', 'time_high': '2020-11-05 15:18:06', 'time_low': '2020-11-05 10:28:06', 'open': 3.18463303, 'high': 3.37709838, 'low': 3.0228432, 'close': 3.35820473, 'volume': 26135754.28506076, 'market_cap': 82276015.79996859}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-06', 'time_high': '2020-11-06 22:59:07', 'time_low': '2020-11-06 00:10:07', 'open': 3.35820473, 'high': 3.6452424, 'low': 3.31802363, 'close': 3.59528234, 'volume': 33947028.83103063, 'market_cap': 88084417.44732708}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-07', 'time_high': '2020-11-07 13:00:15', 'time_low': '2020-11-07 20:10:09', 'open': 3.59528234, 'high': 3.90710635, 'low': 3.38267645, 'close': 3.40340829, 'volume': 34653202.95269964, 'market_cap': 83383503.098373}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-08', 'time_high': '2020-11-08 18:06:19', 'time_low': '2020-11-08 00:13:06', 'open': 3.40340829, 'high': 3.65081603, 'low': 3.36806796, 'close': 3.47659784, 'volume': 26072940.85744293, 'market_cap': 85176646.98161143}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-09', 'time_high': '2020-11-09 09:12:07', 'time_low': '2020-11-09 15:11:08', 'open': 3.47659784, 'high': 3.53932119, 'low': 3.26588732, 'close': 3.41712498, 'volume': 25509378.217338, 'market_cap': 83719561.98799875}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-10', 'time_high': '2020-11-10 22:58:06', 'time_low': '2020-11-10 00:25:07', 'open': 3.41712498, 'high': 3.64052021, 'low': 3.36972837, 'close': 3.58614225, 'volume': 24316550.9597402, 'market_cap': 87860485.04471572}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-11', 'time_high': '2020-11-11 07:21:06', 'time_low': '2020-11-11 23:29:06', 'open': 3.58614225, 'high': 3.81014814, 'low': 3.45720007, 'close': 3.48435579, 'volume': 24727643.60584055, 'market_cap': 85366716.90270837}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-12', 'time_high': '2020-11-12 05:12:06', 'time_low': '2020-11-12 16:46:06', 'open': 3.48435579, 'high': 3.56057677, 'low': 3.31976855, 'close': 3.42914335, 'volume': 25090676.94677403, 'market_cap': 84014012.1584448}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-13', 'time_high': '2020-11-13 23:58:06', 'time_low': '2020-11-13 00:45:06', 'open': 3.42914335, 'high': 3.69781664, 'low': 3.39180691, 'close': 3.69780082, 'volume': 27584233.25206143, 'market_cap': 90596119.99321839}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-14', 'time_high': '2020-11-14 00:00:08', 'time_low': '2020-11-14 10:01:07', 'open': 3.69780082, 'high': 3.69780082, 'low': 3.40367375, 'close': 3.50048529, 'volume': 24359586.78960705, 'market_cap': 85761889.53950219}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-15', 'time_high': '2020-11-15 16:08:07', 'time_low': '2020-11-15 22:16:06', 'open': 3.50048529, 'high': 3.64245248, 'low': 3.42289759, 'close': 3.53658018, 'volume': 22702610.25482274, 'market_cap': 86646214.49902835}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-16', 'time_high': '2020-11-16 14:06:08', 'time_low': '2020-11-16 00:35:07', 'open': 3.53658018, 'high': 3.81652425, 'low': 3.4591204, 'close': 3.71665631, 'volume': 27372173.7194702, 'market_cap': 91058079.65717904}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-17', 'time_high': '2020-11-17 07:10:06', 'time_low': '2020-11-17 15:47:05', 'open': 3.78871435, 'high': 3.91511214, 'low': 3.6982418, 'close': 3.83176823, 'volume': 23031676.65213234, 'market_cap': 93878321.69354814}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-18', 'time_high': '2020-11-18 00:13:05', 'time_low': '2020-11-18 05:50:06', 'open': 3.83176823, 'high': 3.87104269, 'low': 3.57569865, 'close': 3.74868105, 'volume': 20818648.73833642, 'market_cap': 91842685.72947566}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-19', 'time_high': '2020-11-19 01:42:05', 'time_low': '2020-11-19 23:13:06', 'open': 3.74868105, 'high': 3.81644162, 'low': 3.57069686, 'close': 3.62700441, 'volume': 21489339.31444203, 'market_cap': 88861608.15827796}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-20', 'time_high': '2020-11-20 14:20:07', 'time_low': '2020-11-20 00:40:06', 'open': 3.62700441, 'high': 3.98702449, 'low': 3.62453476, 'close': 3.71060488, 'volume': 27416995.07742133, 'market_cap': 90909819.47673406}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-21', 'time_high': '2020-11-21 16:04:06', 'time_low': '2020-11-21 03:06:06', 'open': 3.71060488, 'high': 4.08380332, 'low': 3.69236078, 'close': 4.0018561, 'volume': 25984283.366434, 'market_cap': 98045474.5442057}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-22', 'time_high': '2020-11-22 00:22:06', 'time_low': '2020-11-22 11:56:06', 'open': 4.0018561, 'high': 4.0580503, 'low': 3.7167929, 'close': 3.88996878, 'volume': 25963010.05600036, 'market_cap': 95304235.02696902}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-23', 'time_high': '2020-11-23 08:22:06', 'time_low': '2020-11-23 00:53:06', 'open': 3.88996878, 'high': 4.25451766, 'low': 3.84812282, 'close': 4.06842842, 'volume': 9013817.36361246, 'market_cap': 99676496.325097}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-24', 'time_high': '2020-11-24 16:25:08', 'time_low': '2020-11-24 10:28:06', 'open': 4.06852291, 'high': 4.3278876, 'low': 3.87028017, 'close': 4.26696585, 'volume': 30722083.30572758, 'market_cap': 104540663.39304532}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-25', 'time_high': '2020-11-25 13:43:05', 'time_low': '2020-11-25 23:24:06', 'open': 4.26771288, 'high': 4.40034345, 'low': 3.93389239, 'close': 4.049503, 'volume': 28505942.36083275, 'market_cap': 99212823.5803404}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-26', 'time_high': '2020-11-26 00:49:05', 'time_low': '2020-11-26 17:09:06', 'open': 4.04999217, 'high': 4.08481046, 'low': 3.30287778, 'close': 3.52771037, 'volume': 35408249.26670343, 'market_cap': 86428904.1744714}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-27', 'time_high': '2020-11-27 05:10:06', 'time_low': '2020-11-27 15:44:06', 'open': 3.52670747, 'high': 3.76390286, 'low': 3.42587916, 'close': 3.59215223, 'volume': 6023810.06317835, 'market_cap': 88007729.57946928}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-28', 'time_high': '2020-11-28 16:10:08', 'time_low': '2020-11-28 08:49:07', 'open': 3.58942683, 'high': 3.69780617, 'low': 3.48022386, 'close': 3.62450296, 'volume': 17509243.69207659, 'market_cap': 88800322.53040001}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-29', 'time_high': '2020-11-29 14:13:06', 'time_low': '2020-11-29 01:44:07', 'open': 3.62460762, 'high': 3.76720498, 'low': 3.532624, 'close': 3.70431158, 'volume': 3901221.42107206, 'market_cap': 90755633.80750412}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-11-30', 'time_high': '2020-11-30 16:34:07', 'time_low': '2020-11-30 13:39:07', 'open': 3.70434574, 'high': 3.81383896, 'low': 3.64564719, 'close': 3.68642396, 'volume': 21457283.88862288, 'market_cap': 90317387.10006233}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-01', 'time_high': '2020-12-01 10:17:06', 'time_low': '2020-12-01 13:02:06', 'open': 3.68646101, 'high': 3.81616068, 'low': 3.49248357, 'close': 3.57931844, 'volume': 24719235.55573521, 'market_cap': 87693301.65889136}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-02', 'time_high': '2020-12-02 18:30:15', 'time_low': '2020-12-02 00:07:07', 'open': 3.57934731, 'high': 3.84222013, 'low': 3.52901898, 'close': 3.7314181, 'volume': 5085526.3828155, 'market_cap': 91419743.48656134}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-03', 'time_high': '2020-12-03 08:23:06', 'time_low': '2020-12-03 00:39:06', 'open': 3.73613857, 'high': 3.89494867, 'low': 3.71764626, 'close': 3.82192168, 'volume': 21038214.98658707, 'market_cap': 93637081.26490557}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-04', 'time_high': '2020-12-04 00:46:06', 'time_low': '2020-12-04 22:58:06', 'open': 3.82193974, 'high': 3.86014779, 'low': 3.51884925, 'close': 3.55112901, 'volume': 23754809.35406422, 'market_cap': 87002660.640079}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-05', 'time_high': '2020-12-05 08:13:06', 'time_low': '2020-12-05 00:11:06', 'open': 3.53839443, 'high': 3.71192138, 'low': 3.50854145, 'close': 3.61512609, 'volume': 21215020.30348612, 'market_cap': 88570589.28226466}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-06', 'time_high': '2020-12-06 03:09:06', 'time_low': '2020-12-06 13:50:07', 'open': 3.61513206, 'high': 3.67585727, 'low': 3.50910807, 'close': 3.59960891, 'volume': 20224611.88451823, 'market_cap': 88190418.34327628}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-07', 'time_high': '2020-12-07 00:21:06', 'time_low': '2020-12-07 20:06:06', 'open': 3.59966269, 'high': 3.60988554, 'low': 3.32559207, 'close': 3.39212272, 'volume': 16909345.91643837, 'market_cap': 83107006.5919141}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-08', 'time_high': '2020-12-08 00:00:06', 'time_low': '2020-12-08 23:01:06', 'open': 3.39242034, 'high': 3.39242034, 'low': 3.09646659, 'close': 3.11255534, 'volume': 23027416.77637883, 'market_cap': 76257605.83063234}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-09', 'time_high': '2020-12-09 17:20:08', 'time_low': '2020-12-09 08:35:07', 'open': 3.11156672, 'high': 3.3994763, 'low': 2.80872399, 'close': 3.2619686, 'volume': 28583037.39488233, 'market_cap': 250966258.57822964}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-10', 'time_high': '2020-12-10 09:37:06', 'time_low': '2020-12-10 16:17:06', 'open': 3.26158827, 'high': 3.34582623, 'low': 3.0708558, 'close': 3.15269027, 'volume': 29252855.36014507, 'market_cap': 242558705.59853622}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-11', 'time_high': '2020-12-11 22:31:06', 'time_low': '2020-12-11 07:48:06', 'open': 3.15286429, 'high': 3.30500766, 'low': 3.01492627, 'close': 3.23580639, 'volume': 29224480.23028768, 'market_cap': 248953415.07304153}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-12', 'time_high': '2020-12-12 07:56:06', 'time_low': '2020-12-12 00:02:07', 'open': 3.23265542, 'high': 3.45185084, 'low': 3.23100769, 'close': 3.33423057, 'volume': 24630223.90850146, 'market_cap': 256525881.30499}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-13', 'time_high': '2020-12-13 09:34:06', 'time_low': '2020-12-13 04:16:06', 'open': 3.33476766, 'high': 3.41003749, 'low': 3.29329124, 'close': 3.33105674, 'volume': 20722254.56557234, 'market_cap': 256281696.83193043}
{'ID': 0, 'name': 'Avalanche', 'symbol': 'AVAX', 'date': '2020-12-14', 'time_high': '2020-12-14 00:02:06', 'time_low': '2020-12-14 23:51:06', 'open': 3.33036467, 'high': 3.34217907, 'low': 3.13635137, 'close': 3.1403466, 'volume': 27242746.93148973, 'market_cap': 241609020.2692209}
